States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN
Naga Mani Mizo Tripura,1940,0.3,74.6,230.9,35.5,325.6,496.2
Naga Mani Mizo Tripura,1941,14.1,63.1,34.1,256.6,563.1,689.4
Naga Mani Mizo Tripura,1942,6,15.7,78.7,250.4,305.3,528.7
Naga Mani Mizo Tripura,1943,68.4,28.8,131.3,143.7,210.3,496.1
Naga Mani Mizo Tripura,1944,91.4,20.2,69.7,128.6,321.8,670.5
Naga Mani Mizo Tripura,1945,68.7,60.9,67.7,170.4,354.2,595.3
Naga Mani Mizo Tripura,1946,0,19.1,189.3,237.5,352.4,517.5
Naga Mani Mizo Tripura,1947,3,4.3,44.3,176,374.4,723.9
Naga Mani Mizo Tripura,1948,5.5,65.1,54.3,206.5,468.4,410.3
Naga Mani Mizo Tripura,1949,8.1,12.6,67.4,370.2,419.6,562.8
Naga Mani Mizo Tripura,1950,12.3,59.7,79.1,87.8,207.4,407.4
Naga Mani Mizo Tripura,1951,3.9,0.2,62.4,360.1,233.7,495
Naga Mani Mizo Tripura,1952,9.6,6.5,97.1,208.2,345.9,442.6
Naga Mani Mizo Tripura,1953,7.4,16.5,98.4,90,453.5,570.9
Naga Mani Mizo Tripura,1954,12.8,52.4,37.7,165.3,300.2,619.8
Naga Mani Mizo Tripura,1955,6.2,5.7,161.3,213.6,280.6,461.4
Naga Mani Mizo Tripura,1956,18.3,1.3,102.2,115.5,474,758.9
Naga Mani Mizo Tripura,1957,59.1,60.6,10.2,104.8,300.1,409.1
Naga Mani Mizo Tripura,1958,6.2,87.2,18.3,93.7,400.6,256.4
Naga Mani Mizo Tripura,1959,39.9,77.7,148,74,260,378.5
Naga Mani Mizo Tripura,1960,0,6.1,24.9,34.2,193.8,406.4
Naga Mani Mizo Tripura,1961,9.5,37.5,193.3,76.9,212.1,332.5
Naga Mani Mizo Tripura,1962,11.2,26.6,5.4,139.8,156.6,554.6
Naga Mani Mizo Tripura,1963,0,4.6,50.7,179.3,278.5,687.9
Naga Mani Mizo Tripura,1964,4,37.1,67.9,280.6,303.2,357.8
Naga Mani Mizo Tripura,1965,1.9,61.5,35.9,59.4,169.5,520.5
Naga Mani Mizo Tripura,1966,15,2.7,39.8,85.3,190.3,666.8
Naga Mani Mizo Tripura,1967,51.5,33.6,129.5,195.8,247.8,311.7
Naga Mani Mizo Tripura,1968,17.3,20.9,80.9,142.2,253.8,396.1
Naga Mani Mizo Tripura,1969,20.1,2.4,124.6,189.8,73.5,606.6
Naga Mani Mizo Tripura,1970,45.8,306.3,103.6,160.1,315.9,541.7
Naga Mani Mizo Tripura,1971,28.4,67.6,12.4,312.6,248,543.2
Naga Mani Mizo Tripura,1972,4.5,46.3,32.8,145,169.1,235.6
Naga Mani Mizo Tripura,1973,16.8,46,29.3,135.3,329,367.2
Naga Mani Mizo Tripura,1974,8.9,2.4,98.7,160.7,218.8,438.1
Naga Mani Mizo Tripura,1975,1.2,24.5,17.5,164.2,243.7,348.8
Naga Mani Mizo Tripura,1976,3.3,51.3,113.7,187.8,287.1,861.1
Naga Mani Mizo Tripura,1977,14.2,34.9,27.7,383.8,303.7,452
Naga Mani Mizo Tripura,1978,0.7,4,51.6,147.5,449.4,496.7
Naga Mani Mizo Tripura,1979,1.3,8.3,72.9,55.4,158.8,361.8
Naga Mani Mizo Tripura,1980,7.2,42.4,101.6,145.7,461.5,373.3
Naga Mani Mizo Tripura,1981,26.6,26.3,105.5,268,377.5,223.2
Naga Mani Mizo Tripura,1982,0.1,54.8,73.8,224.6,103.3,371.9
Naga Mani Mizo Tripura,1983,19.2,49.3,244.9,303.8,402.4,380.9
Naga Mani Mizo Tripura,1984,17.4,1.8,5.1,121.1,743,514.6
Naga Mani Mizo Tripura,1985,6.4,36.2,87.1,162.8,377.6,507.5
Naga Mani Mizo Tripura,1986,8.8,7.3,17.7,263.4,153,325.5
Naga Mani Mizo Tripura,1987,7.7,13.1,68.9,195,144.9,420.8
Naga Mani Mizo Tripura,1988,0.4,33.6,83.5,141.9,470.2,466.4
Naga Mani Mizo Tripura,1989,0.7,27.1,17.2,139.1,206.9,367.1
Naga Mani Mizo Tripura,1990,0.2,32.5,197.6,274.9,314.6,380
Naga Mani Mizo Tripura,1991,27.5,41.9,64.1,253.5,619.4,456.6
Naga Mani Mizo Tripura,1992,4.4,67.1,23.3,95.7,250.2,343.8
Naga Mani Mizo Tripura,1993,11.1,139.3,92.8,155.4,499.4,539.6
Naga Mani Mizo Tripura,1994,9.5,30.1,219.3,134.7,130.7,256.2
Naga Mani Mizo Tripura,1995,5.4,36.5,52,68.7,254.5,425.8
Naga Mani Mizo Tripura,1996,8.1,30,153.9,97.3,284.2,314
Naga Mani Mizo Tripura,1997,11.3,23.7,134.4,112,255,334
Naga Mani Mizo Tripura,1998,28.1,31.6,136.4,164.6,352.2,297.6
Naga Mani Mizo Tripura,1999,2.2,0,33.5,26.3,397.5,358.4
Naga Mani Mizo Tripura,2000,22.5,26.1,129.1,214.2,403.6,325.4
Naga Mani Mizo Tripura,2001,1.5,46.9,38.8,83.6,313.8,478
Naga Mani Mizo Tripura,2002,18.6,3.9,62.7,143.8,438.7,351.6
Naga Mani Mizo Tripura,2003,3.8,11.5,78,158.9,265.6,590.9
Naga Mani Mizo Tripura,2004,4.8,2.7,11,341.5,211,449.2
Naga Mani Mizo Tripura,2005,6.4,15,118.6,98.1,237,212.3
Naga Mani Mizo Tripura,2006,0.6,12.4,5.5,111.1,382.2,445.6
Naga Mani Mizo Tripura,2007,7.9,54.7,28.7,220.4,276.7,446.3
Naga Mani Mizo Tripura,2008,30.7,13.8,49.6,54.9,200.8,327.4
Naga Mani Mizo Tripura,2009,0,3.2,27.5,93.1,209.5,271.9
Naga Mani Mizo Tripura,2010,1,7.9,85.8,161.5,294,411.6
Naga Mani Mizo Tripura,2011,12.6,3.6,51.4,81.1,334.9,374.2
Naga Mani Mizo Tripura,2012,24.5,10.2,20.3,243.5,163.5,396.2
Naga Mani Mizo Tripura,2013,0.2,5.7,19.7,60.3,348.9,206.6
Naga Mani Mizo Tripura,2014,1.2,21,25.4,49.6,192.5,268.3
Naga Mani Mizo Tripura,2015,14.4,14.2,21.6,253.5,198.3,283.9
Naga Mani Mizo Tripura,2016,8.5,33.5,57.6,135.4,285.7,287.8
Naga Mani Mizo Tripura,2017,0.8,11.9,125.3,277.6,196.7,502.7
Sub Himalayan West Bengal & Sikkim,1901,26.5,14.8,14.1,29.2,195.5,488.4
Sub Himalayan West Bengal & Sikkim,1902,1.2,0.7,87.1,126.1,271.3,539.2
Sub Himalayan West Bengal & Sikkim,1903,5.5,8.7,19.6,18.6,163.6,541.2
Sub Himalayan West Bengal & Sikkim,1904,3.4,29.2,0.9,124.3,333.6,274.2
Sub Himalayan West Bengal & Sikkim,1905,12,31.2,51.9,104.4,290.6,524.8
Sub Himalayan West Bengal & Sikkim,1906,9.3,49.2,30.4,13,198.1,438
Sub Himalayan West Bengal & Sikkim,1907,10.4,20.8,71.1,108.8,156.2,408.1
Sub Himalayan West Bengal & Sikkim,1908,10.6,32.9,9.8,53.8,315,368.6
Sub Himalayan West Bengal & Sikkim,1909,2.1,8.6,0,147.8,191.9,896
Sub Himalayan West Bengal & Sikkim,1910,2.5,17.4,73.2,47.4,170.4,833.7
Sub Himalayan West Bengal & Sikkim,1911,22.9,6.7,40.8,117.3,315.2,575.4
Sub Himalayan West Bengal & Sikkim,1912,2.3,12,81.8,134.7,277.3,397.8
Sub Himalayan West Bengal & Sikkim,1913,0.7,35.1,46.5,52.2,301.4,736.9
Sub Himalayan West Bengal & Sikkim,1914,2.2,70,9.1,139.2,247.7,402.2
Sub Himalayan West Bengal & Sikkim,1915,1,52.9,50.4,72.7,366.4,352.7
Sub Himalayan West Bengal & Sikkim,1916,6.6,17.6,8.7,165.3,305.4,649
Sub Himalayan West Bengal & Sikkim,1917,1,21.4,15.1,23.4,226.1,619.4
Sub Himalayan West Bengal & Sikkim,1918,0.8,1.5,17.2,141.9,306.3,682.6
Sub Himalayan West Bengal & Sikkim,1919,19.6,5,5.5,93.4,177.8,558
Sub Himalayan West Bengal & Sikkim,1920,0.8,24.2,80.5,66,148.9,615.2
Sub Himalayan West Bengal & Sikkim,1921,37.9,6,54.9,157.4,503.1,589.2
Sub Himalayan West Bengal & Sikkim,1922,17.8,2.5,5.6,45.4,217.1,803
Sub Himalayan West Bengal & Sikkim,1923,0,40.2,3.8,104.2,336.5,536.9
Sub Himalayan West Bengal & Sikkim,1924,0.8,3.5,4.1,110.9,264.7,693.1
Sub Himalayan West Bengal & Sikkim,1925,3,6.1,13.1,261.6,284.6,554.1
Sub Himalayan West Bengal & Sikkim,1926,12.7,2.9,66.5,43.7,236.1,580.8
Sub Himalayan West Bengal & Sikkim,1927,21,33.9,56.4,44.5,300.4,682.1
Sub Himalayan West Bengal & Sikkim,1928,25.5,11.8,5.4,92.6,210.8,527.8
Sub Himalayan West Bengal & Sikkim,1929,49.7,2,37.9,126.4,235,594
Sub Himalayan West Bengal & Sikkim,1930,17.6,19.9,51.7,61.3,192.3,495.1
Sub Himalayan West Bengal & Sikkim,1931,2.8,9.7,28.2,98.6,296.3,523.7
Sub Himalayan West Bengal & Sikkim,1932,3,7,8.6,72.4,255.9,731.3
Sub Himalayan West Bengal & Sikkim,1933,16.5,9.4,0.5,112.4,206,565.3
Sub Himalayan West Bengal & Sikkim,1934,10.5,60.2,0.4,86.8,227.5,517.2
Sub Himalayan West Bengal & Sikkim,1935,9.5,28.4,16.6,24.2,248.9,609.2
Sub Himalayan West Bengal & Sikkim,1936,3.7,8.9,46.7,85.7,274.8,410.4
Sub Himalayan West Bengal & Sikkim,1937,0,68.6,2.2,63.7,270.2,317.2
Sub Himalayan West Bengal & Sikkim,1938,0.8,8.2,7.6,76.2,460.9,889.2
Sub Himalayan West Bengal & Sikkim,1939,0,19.8,5.8,6.7,268.3,626.3
Sub Himalayan West Bengal & Sikkim,1940,0.1,54.2,121.2,24.7,217.1,469.1
Sub Himalayan West Bengal & Sikkim,1941,3.8,6.3,12.7,85.4,378.8,470.1
Sub Himalayan West Bengal & Sikkim,1942,6.6,19.5,45.7,186.9,253.8,537.8
Sub Himalayan West Bengal & Sikkim,1943,42,38.8,30.3,185,209.6,828.9
Sub Himalayan West Bengal & Sikkim,1944,37.1,15.7,53.9,105.9,248.8,585.9
Sub Himalayan West Bengal & Sikkim,1945,27.8,21.3,6.9,120.3,305.4,398.3
Sub Himalayan West Bengal & Sikkim,1946,0,11.6,34.2,182.8,248.7,523.4
Sub Himalayan West Bengal & Sikkim,1947,1.6,0.8,93.4,76,171.1,377.7
Sub Himalayan West Bengal & Sikkim,1948,0.5,15.5,21.5,178.3,357.5,556.3
Sub Himalayan West Bengal & Sikkim,1949,9.6,25.5,14.1,281.8,351.9,660.9
Sub Himalayan West Bengal & Sikkim,1950,0.3,19.6,27.9,48.4,210.4,747.5
Sub Himalayan West Bengal & Sikkim,1951,1,0.5,22.7,69.3,239.8,546.5
Sub Himalayan West Bengal & Sikkim,1952,1.3,22.2,80.8,168.2,420.8,580.6
Sub Himalayan West Bengal & Sikkim,1953,28.2,10.7,88.1,64.5,253.2,427.7
Sub Himalayan West Bengal & Sikkim,1954,15.7,10.2,10,71.1,308.9,841.5
Sub Himalayan West Bengal & Sikkim,1955,4.6,2.8,34.6,71.5,220.5,541
Sub Himalayan West Bengal & Sikkim,1956,14.8,1.4,42.6,164.9,420.9,747.9
Sub Himalayan West Bengal & Sikkim,1957,103,8.9,25.5,10.6,167.7,430.2
Sub Himalayan West Bengal & Sikkim,1958,8.1,17.5,14.8,120.6,269.4,487.8
Sub Himalayan West Bengal & Sikkim,1959,99.8,5.7,64.3,111.6,218.7,565.9
Sub Himalayan West Bengal & Sikkim,1960,0.1,6.5,52,4.8,293.2,407.2
Sub Himalayan West Bengal & Sikkim,1961,11.5,38.9,19.6,39.3,279.2,448.3
Sub Himalayan West Bengal & Sikkim,1962,33,21.7,14.4,57.2,318.7,537.1
Sub Himalayan West Bengal & Sikkim,1963,2.1,0.7,32.2,103.9,323.6,409.4
Sub Himalayan West Bengal & Sikkim,1964,0,1.2,9.4,127,184.7,613.2
Sub Himalayan West Bengal & Sikkim,1965,0.2,22,48.2,69.5,232.4,444.6
Sub Himalayan West Bengal & Sikkim,1966,29.5,7.6,3,51.5,231.7,287.5
Sub Himalayan West Bengal & Sikkim,1967,2.3,0.1,98.8,85.3,213.7,727.5
Sub Himalayan West Bengal & Sikkim,1968,26.3,4.7,34.3,90.8,237.3,646.7
Sub Himalayan West Bengal & Sikkim,1969,11.5,2.8,45.1,77.5,273.3,504.8
Sub Himalayan West Bengal & Sikkim,1970,18,13.4,7.6,162.5,162.7,556.6
Sub Himalayan West Bengal & Sikkim,1971,28.4,21.3,63,239.8,244.5,757.6
Sub Himalayan West Bengal & Sikkim,1972,9.4,41.6,52.1,134.3,287.5,457.2
Sub Himalayan West Bengal & Sikkim,1973,13.8,35.9,40.8,82.9,324.3,679.8
Sub Himalayan West Bengal & Sikkim,1974,19.1,2.5,94.4,210.8,339,508.1
Sub Himalayan West Bengal & Sikkim,1975,20.4,29.9,15.6,83.7,251.1,493.2
Sub Himalayan West Bengal & Sikkim,1976,8.8,51,27.3,112.8,303.5,649.2
Sub Himalayan West Bengal & Sikkim,1977,6.6,16,67.6,245.6,308.1,466
Sub Himalayan West Bengal & Sikkim,1978,14.7,17.9,49.3,136.7,313.3,515.5
Sub Himalayan West Bengal & Sikkim,1979,8.1,26.8,15.1,100.6,142,261.7
Sub Himalayan West Bengal & Sikkim,1980,11.6,44.8,77.3,130.4,300.1,485.9
Sub Himalayan West Bengal & Sikkim,1981,48.8,23,77.8,185.6,273.7,468.6
Sub Himalayan West Bengal & Sikkim,1982,0.2,9.9,47,125.6,174.5,499
Sub Himalayan West Bengal & Sikkim,1983,26.7,56.9,35.3,87.7,335.3,557.9
Sub Himalayan West Bengal & Sikkim,1984,29.3,11.3,42.6,127.3,360.1,474.6
Sub Himalayan West Bengal & Sikkim,1985,2.2,30.5,43.2,69.5,358.6,532.7
Sub Himalayan West Bengal & Sikkim,1986,1.3,5.8,7.9,122.4,152.1,436.4
Sub Himalayan West Bengal & Sikkim,1987,2.8,35.3,79.8,152.7,148,451
Sub Himalayan West Bengal & Sikkim,1988,6.8,24.6,71.2,96.5,268.8,304.9
Sub Himalayan West Bengal & Sikkim,1989,21,41.6,45.8,58.1,358.4,551.3
Sub Himalayan West Bengal & Sikkim,1990,3.8,109.9,80.1,158.3,358.2,554.7
Sub Himalayan West Bengal & Sikkim,1991,41.5,24.2,45.8,102.7,283.7,691.4
Sub Himalayan West Bengal & Sikkim,1992,10,46.7,26,84,253.4,328.1
Sub Himalayan West Bengal & Sikkim,1993,37.6,35.2,58.8,136.9,320.5,449.6
Sub Himalayan West Bengal & Sikkim,1994,49.6,55,114.1,126.6,243.3,388
Sub Himalayan West Bengal & Sikkim,1995,17.9,41.1,50.6,84.2,349.6,859
Sub Himalayan West Bengal & Sikkim,1996,30.9,34.2,59.5,85,401.7,334.6
Sub Himalayan West Bengal & Sikkim,1997,18.9,31.3,76.4,119.5,166.9,613.3
Sub Himalayan West Bengal & Sikkim,1998,13.6,37,125.1,154.1,254.2,653
Sub Himalayan West Bengal & Sikkim,1999,8.7,6.2,17.9,156,335.4,550.5
Sub Himalayan West Bengal & Sikkim,2000,10.7,36.2,55.1,185.1,326.5,649.6
Sub Himalayan West Bengal & Sikkim,2001,4,20.5,50.2,134.8,347.2,472.2
Sub Himalayan West Bengal & Sikkim,2002,30.1,10,95.6,237.1,181.7,407.2
Sub Himalayan West Bengal & Sikkim,2003,17,79.2,90.1,171.4,211.7,516.6
Sub Himalayan West Bengal & Sikkim,2004,19.9,11.5,40.5,163.5,287.5,489.5
Sub Himalayan West Bengal & Sikkim,2005,19.5,21,132.1,155.5,254,446.5
Sub Himalayan West Bengal & Sikkim,2006,0.7,17,39.8,119.3,270.5,446.2
Sub Himalayan West Bengal & Sikkim,2007,3.1,81.1,46.6,160.1,215.1,485.1
Sub Himalayan West Bengal & Sikkim,2008,33.2,22.1,79.8,141.8,171.4,526.5
Sub Himalayan West Bengal & Sikkim,2009,6,40.3,55,115.2,308.7,350.6
Sub Himalayan West Bengal & Sikkim,2010,5.6,19.6,77.6,176.6,335.9,558.1
Sub Himalayan West Bengal & Sikkim,2011,8.5,19.9,71.2,135,247.8,419.8
Sub Himalayan West Bengal & Sikkim,2012,15.3,13.9,45.5,159.8,202.4,604.2
Sub Himalayan West Bengal & Sikkim,2013,3,23.6,32.1,114.7,296.5,404.9
Sub Himalayan West Bengal & Sikkim,2014,0.2,26.6,37.7,47.9,308.6,543.2
Sub Himalayan West Bengal & Sikkim,2015,15.7,15,64.8,149,304.6,508.2
Sub Himalayan West Bengal & Sikkim,2016,20.7,7.1,98.9,101.4,233.7,570.8
Sub Himalayan West Bengal & Sikkim,2017,3,5.1,84.6,146.8,226.8,400.6
Gangetic West Bengal,1901,37.1,58.4,3.9,64.1,121.7,198
Gangetic West Bengal,1902,0,1.2,44.2,103.8,161.6,140.9
Gangetic West Bengal,1903,17.5,24.6,37.3,30.6,78.5,201.7
Gangetic West Bengal,1904,0.1,23.9,35.6,17.5,160.2,286.7
Gangetic West Bengal,1905,30.9,49.6,84.7,84.9,156.8,70.9
Gangetic West Bengal,1906,46.8,123.6,53.3,1.1,81.3,172
Gangetic West Bengal,1907,0.7,24.2,94.9,39.7,92.3,347.6
Gangetic West Bengal,1908,27,5.1,1.9,5.2,109.9,380.4
Gangetic West Bengal,1909,5.6,6.4,0.6,145.2,97.2,335
Gangetic West Bengal,1910,23,10.8,9.4,48.4,101.7,241.8
Gangetic West Bengal,1911,1.2,2.9,42.8,35.3,110.4,276.6
Gangetic West Bengal,1912,1.8,23.6,71.6,48.9,109.3,199.4
Gangetic West Bengal,1913,4.1,110.7,35.1,12.8,157,512
Gangetic West Bengal,1914,0,31,21.8,56.4,230.9,192.8
Gangetic West Bengal,1915,6.1,9.1,79.5,26.5,122.5,224.5
Gangetic West Bengal,1916,0.6,2.1,0.5,58.3,42.3,378.5
Gangetic West Bengal,1917,0.4,33.6,19.7,29.4,171.4,366.8
Gangetic West Bengal,1918,1.3,0,22.9,81.1,177.8,374.6
Gangetic West Bengal,1919,41.9,19.3,10.5,61.8,125.3,306
Gangetic West Bengal,1920,0.4,36.7,152.5,14.6,77,127.8
Gangetic West Bengal,1921,36.5,10.1,13.2,57.4,53.3,238.4
Gangetic West Bengal,1922,7.4,3.1,1.2,22,72.3,553
Gangetic West Bengal,1923,0.1,92.2,8.2,22.1,71.5,154.3
Gangetic West Bengal,1924,8.2,5.3,0.3,38.5,64.9,181.2
Gangetic West Bengal,1925,10.7,14.8,28.4,78.9,106.2,171.8
Gangetic West Bengal,1926,26.4,9.5,111.3,25.6,85.5,103.7
Gangetic West Bengal,1927,31.6,37.4,9.1,22.3,96.7,227.7
Gangetic West Bengal,1928,12.8,3.2,1.6,51.3,110.9,427
Gangetic West Bengal,1929,42.8,13.2,38.8,41.8,52.5,208.1
Gangetic West Bengal,1930,1.8,12.1,19.9,18.6,86.3,186.9
Gangetic West Bengal,1931,2.2,74.6,27.1,22.7,111.5,157.2
Gangetic West Bengal,1932,0,12.9,5.1,31.9,196.6,151.1
Gangetic West Bengal,1933,16.3,53.3,3.7,75.6,171.6,326.3
Gangetic West Bengal,1934,5.5,19.6,0.6,39.9,58.6,200
Gangetic West Bengal,1935,12.1,26.3,30.8,34.6,33.6,163.4
Gangetic West Bengal,1936,9.8,12.6,20.3,16.4,223.8,299.9
Gangetic West Bengal,1937,0,112.8,8.6,16.8,130.3,300.8
Gangetic West Bengal,1938,15.7,33.1,2.8,8.9,234.9,233.7
Gangetic West Bengal,1939,2.4,23.1,10.9,20.2,70.2,250.5
Gangetic West Bengal,1940,0.1,30.3,103.9,18.3,98.9,218.1
Gangetic West Bengal,1941,29.3,0.4,0.7,27.6,87.5,376.1
Gangetic West Bengal,1942,1.2,16.7,14.7,52,64.2,144.5
Gangetic West Bengal,1943,39.4,25.7,16.9,85.4,53.6,209.5
Gangetic West Bengal,1944,60,24.4,40.2,44.8,36.1,147.5
Gangetic West Bengal,1945,18,13.6,5.1,75.7,110.2,196.2
Gangetic West Bengal,1946,0,4.2,11.3,131.5,117.6,247.4
Gangetic West Bengal,1947,3.4,13.1,43.3,18.4,104,172.7
Gangetic West Bengal,1948,13.2,44.9,48.4,52.6,135.9,200.4
Gangetic West Bengal,1949,6.8,3,33.5,114.7,188.9,214.5
Gangetic West Bengal,1950,0,6.5,25.9,14.1,101.2,371.1
Gangetic West Bengal,1951,0,0.4,62.1,13.1,67.4,180.7
Gangetic West Bengal,1952,0.3,1.1,23.3,99.7,77,167.4
Gangetic West Bengal,1953,25.8,14.1,4.8,13.6,61.9,311.1
Gangetic West Bengal,1954,12.3,5.9,0.3,11.6,88.6,211.1
Gangetic West Bengal,1955,2.9,2.3,11.4,24.3,48,174.7
Gangetic West Bengal,1956,4.5,33.9,50.7,25.6,141.6,343.3
Gangetic West Bengal,1957,50.2,26.6,8.7,6,16.4,231.8
Gangetic West Bengal,1958,12.7,25.6,13.3,37.9,58.3,95.2
Gangetic West Bengal,1959,33.5,12.7,17.3,28.2,91.4,208.5
Gangetic West Bengal,1960,0.6,1.4,30.9,0.9,122.3,117.5
Gangetic West Bengal,1961,11.1,75.8,6.8,13.6,91.2,275
Gangetic West Bengal,1962,8.8,13.1,6,54.5,80.3,185.6
Gangetic West Bengal,1963,0.4,2.4,5.7,61.6,103.6,258.8
Gangetic West Bengal,1964,2.7,11.1,18,58.3,84.7,136.2
Gangetic West Bengal,1965,0.3,33.9,46.5,32.8,45.3,227.6
Gangetic West Bengal,1966,33.1,4.4,5.1,18.3,43.4,296
Gangetic West Bengal,1967,52.5,3.3,44.9,65.3,53,131.6
Gangetic West Bengal,1968,5.7,7.6,7.7,12.6,35.5,368.8
Gangetic West Bengal,1969,4.7,5.1,20.9,80.2,89,139.8
Gangetic West Bengal,1970,10.8,15.1,30.8,16.8,63.5,323.2
Gangetic West Bengal,1971,30.6,14.2,4.8,174.2,122.1,260.3
Gangetic West Bengal,1972,2.8,43.1,4.1,16.4,25.1,125.9
Gangetic West Bengal,1973,1.3,8.9,67.6,26,134.2,204.2
Gangetic West Bengal,1974,3.6,0,83.1,29.8,94.5,96.4
Gangetic West Bengal,1975,9.9,18.7,10.6,38.1,65.8,156.6
Gangetic West Bengal,1976,0,32.8,20.7,47.5,133.1,148.9
Gangetic West Bengal,1977,11.7,24.2,7.3,89.9,176.4,409.4
Gangetic West Bengal,1978,1.4,21.2,50.5,49.8,116.3,253
Gangetic West Bengal,1979,16,27.3,8.4,28,22.3,282.9
Gangetic West Bengal,1980,15.5,22.6,60.9,21.8,109.9,303.6
Gangetic West Bengal,1981,13.7,63.9,64.8,110.8,250.9,321.4
Gangetic West Bengal,1982,2.4,35.8,87.2,70.9,37.1,196
Gangetic West Bengal,1983,9.1,39.2,47,44.2,132.5,188.9
Gangetic West Bengal,1984,19.1,2.6,0.6,46.6,82.6,597.1
Gangetic West Bengal,1985,10.9,22,8.8,24.1,99.6,280.4
Gangetic West Bengal,1986,9.6,6.3,7.1,48.5,146.1,227.9
Gangetic West Bengal,1987,1.8,7.1,18.9,76.6,91.7,146.9
Gangetic West Bengal,1988,1.7,22.9,53.5,45.3,109.3,508.8
Gangetic West Bengal,1989,0.4,4.9,6.1,5.4,173.6,318.2
Gangetic West Bengal,1990,2.2,62.2,119,79.3,147.6,268.2
Gangetic West Bengal,1991,27.8,11.4,41.7,34.5,66.1,257.4
Gangetic West Bengal,1992,14,49.5,0.1,25,127,239.9
Gangetic West Bengal,1993,0.3,3.8,40.8,78.6,116.2,328.5
Gangetic West Bengal,1994,23.8,48.8,7.3,63.7,98,310.1
Gangetic West Bengal,1995,20.2,30.1,8.7,10.1,202.9,185.4
Gangetic West Bengal,1996,11,13.2,10.4,39.2,67.5,336
Gangetic West Bengal,1997,18.7,23.6,44.2,101.8,98.2,219.6
Gangetic West Bengal,1998,52.9,31,128.8,53,87.1,154.3
Gangetic West Bengal,1999,0.1,0.7,1.6,10.5,217.9,268.8
Gangetic West Bengal,2000,9.5,57.9,3.8,54,215,205.6
Gangetic West Bengal,2001,0.3,1.9,32.8,49.4,175.8,384.2
Gangetic West Bengal,2002,26.3,1.5,26.6,77.4,114.1,347.7
Gangetic West Bengal,2003,0.5,11.7,70,36.3,81.9,280.5
Gangetic West Bengal,2004,3.3,1.6,14.9,62.8,72.9,287.5
Gangetic West Bengal,2005,26.8,11.8,82.8,41.8,82.4,200.1
Gangetic West Bengal,2006,0.8,3,10.6,60.5,120.8,221
Gangetic West Bengal,2007,3.9,56.2,39.3,38.7,98.7,226.3
Gangetic West Bengal,2008,49.4,12.4,11.5,42.8,94.4,414.5
Gangetic West Bengal,2009,2.4,1.4,17.9,2.6,229,69.7
Gangetic West Bengal,2010,0.2,10.3,8,15.9,127.5,189.3
Gangetic West Bengal,2011,2.5,2.7,40.5,75,132.6,434.5
Gangetic West Bengal,2012,40.7,15.3,4.4,57.7,44.2,146.6
Gangetic West Bengal,2013,2.5,10,4.8,45.6,195.9,233.4
Gangetic West Bengal,2014,0.9,42.2,19.9,1.9,124.4,193.6
Gangetic West Bengal,2015,12.9,5.5,19.3,88.7,57.6,247.2
Gangetic West Bengal,2016,9.9,37.9,14.7,5.8,111.9,172.7
Gangetic West Bengal,2017,1.4,0,35.2,25.8,106.3,193.7
Orissa,1901,39.5,65.1,16.1,51.6,79,78.2
Orissa,1902,3.4,0.2,14.2,101.1,56.7,108.3
Orissa,1903,19.7,18.9,10.5,34.6,73.3,154.3
Orissa,1904,0.2,12.2,20.6,10.1,100.2,342.9
Orissa,1905,24.3,17.2,66.3,56.9,107.5,92
Orissa,1906,19.8,88.3,40.9,5,46.3,219
Orissa,1907,0.1,16.9,57.4,105.1,39.8,226.3
Orissa,1908,36.2,0.6,12.2,9.9,59.3,218.7
Orissa,1909,5.7,11.9,4.8,148.4,53.1,288.2
Orissa,1910,10.6,0.6,2.1,52.7,60.6,258.8
Orissa,1911,0,2.7,26.2,18.6,56.6,351.6
Orissa,1912,1,62.5,10.4,49.3,39.6,113
Orissa,1913,1.2,56.3,9.6,12.3,87.1,230
Orissa,1914,0,20.2,12.7,64.6,175,255.8
Orissa,1915,15.4,21.4,37.3,25.2,74.5,165.1
Orissa,1916,0,4.9,0.8,33.8,45.5,339.6
Orissa,1917,0,68.5,24,26,95.1,336.3
Orissa,1918,10.8,0.3,19.3,28.5,127.7,363.3
Orissa,1919,59.8,56.6,29.5,30.2,72,332.3
Orissa,1920,3.3,18.2,50.7,26.9,51.2,173.2
Orissa,1921,48.7,1.1,1.7,26.4,19.5,210.2
Orissa,1922,20,0.2,1.9,13.9,46.6,247
Orissa,1923,0.2,66.3,9.6,17.1,34.4,106.7
Orissa,1924,30.2,5.9,1.3,15.7,83.9,95.3
Orissa,1925,2,0,6,52.2,111.8,353.5
Orissa,1926,34.8,11.3,83.2,34.1,59.2,71.7
Orissa,1927,3,27.2,8.1,12.6,51.6,241.8
Orissa,1928,4.6,4.6,6.3,62.8,68.8,266.7
Orissa,1929,18,18.8,4.5,25,37.8,193.4
Orissa,1930,0.2,12.1,9.9,33.4,38,177.5
Orissa,1931,7.4,36.8,20.7,18.6,44.3,108
Orissa,1932,0.2,34,9.9,26.9,67.4,116.5
Orissa,1933,17.8,57.4,7.9,25.5,136.5,288.6
Orissa,1934,0.1,1.4,4.2,11,21,230.6
Orissa,1935,1.1,10.2,12.4,42.1,16.2,135.5
Orissa,1936,16.8,42.9,11.7,7.9,155.3,477.6
