States/UTs,YEAR,JUL,AUG,SEP,OCT,NOV,DEC
Coastal Andhra Pradesh,1959,272.3,230.9,161.1,227.3,2.6,5
Coastal Andhra Pradesh,1960,196.4,92.5,287.3,108.8,24.3,20.3
Coastal Andhra Pradesh,1961,199.8,172.9,181.2,282.3,48.7,2.1
Coastal Andhra Pradesh,1962,231.3,179.1,288.1,357.6,35.8,15
Coastal Andhra Pradesh,1963,137.4,176.1,131.3,371.7,0.1,0
Coastal Andhra Pradesh,1964,170.1,226.4,353.6,76.2,64.6,0.7
Coastal Andhra Pradesh,1965,166.3,157.5,208.1,61.3,25,2.3
Coastal Andhra Pradesh,1966,243.3,163.9,128.7,66.5,146.6,20.9
Coastal Andhra Pradesh,1967,245.6,124.6,141.5,27.9,4.6,51.4
Coastal Andhra Pradesh,1968,170.2,45.5,164.8,197.2,78.1,4.8
Coastal Andhra Pradesh,1969,192.4,99.8,122.7,208,201.7,58.5
Coastal Andhra Pradesh,1970,182.5,243.5,133.3,183.3,0.8,0
Coastal Andhra Pradesh,1971,99.8,205.3,222,186.2,1,0
Coastal Andhra Pradesh,1972,121.3,80.8,191.6,324.2,86.8,13.3
Coastal Andhra Pradesh,1973,158.6,178.4,132.5,233.7,23.5,0.3
Coastal Andhra Pradesh,1974,126.3,132.8,194.3,274.2,36.3,0
Coastal Andhra Pradesh,1975,154.2,210.9,230.8,300.8,47.6,0.3
Coastal Andhra Pradesh,1976,199,228.8,92.2,81.3,345.9,1.1
Coastal Andhra Pradesh,1977,149.7,176.8,112.3,121,289.9,3
Coastal Andhra Pradesh,1978,193.1,258.5,194.2,77.8,54.2,6
Coastal Andhra Pradesh,1979,97.3,95.5,233.2,52.2,160.6,15.5
Coastal Andhra Pradesh,1980,169.3,176.7,128,205,48.4,13.8
Coastal Andhra Pradesh,1981,181.3,149.5,264,89.7,18,2.1
Coastal Andhra Pradesh,1982,151.2,148.3,135.7,210.6,53.5,0.1
Coastal Andhra Pradesh,1983,188.1,264.1,259.2,232.7,7.6,10.2
Coastal Andhra Pradesh,1984,219,123.1,154.8,111.8,20.9,1.6
Coastal Andhra Pradesh,1985,198.6,179.3,88.6,248.2,32.6,45.5
Coastal Andhra Pradesh,1986,106,336.2,95.3,124.4,111.9,3.7
Coastal Andhra Pradesh,1987,99.7,163.4,103.4,265,243.6,14.2
Coastal Andhra Pradesh,1988,313.4,269.8,277.5,78.6,5.8,24.6
Coastal Andhra Pradesh,1989,329.6,235.5,189.6,55.5,13.2,1.6
Coastal Andhra Pradesh,1990,102.5,223.2,158.5,248.7,58.9,4.3
Coastal Andhra Pradesh,1991,145.3,134.4,265.7,148.7,132.4,8.3
Coastal Andhra Pradesh,1992,208.4,207.2,145.8,147.5,144.4,0
Coastal Andhra Pradesh,1993,166.2,99.3,172.9,196.2,17.5,17.5
Coastal Andhra Pradesh,1994,218.3,156.5,137,257.6,213.4,2.1
Coastal Andhra Pradesh,1995,225.3,212.7,128.6,329.6,50.1,6.1
Coastal Andhra Pradesh,1996,206.9,225.2,160.5,240,68.9,11.4
Coastal Andhra Pradesh,1997,156,128.1,315.5,83.6,51.7,45.7
Coastal Andhra Pradesh,1998,214.1,252.2,255.5,178.6,128.6,0
Coastal Andhra Pradesh,1999,154.2,136.6,137.5,153.9,28.3,0
Coastal Andhra Pradesh,2000,154.1,311.5,102.9,69.6,10.6,12.4
Coastal Andhra Pradesh,2001,123,170.7,187.2,196,78,4.1
Coastal Andhra Pradesh,2002,74.7,173.5,71.7,148.7,14.3,0
Coastal Andhra Pradesh,2003,241.7,158.3,130.2,252.3,11.5,101.1
Coastal Andhra Pradesh,2004,192.1,125,101.7,147.9,9.4,0.2
Coastal Andhra Pradesh,2005,151.5,105.9,398.1,298,56.2,4.2
Coastal Andhra Pradesh,2006,126.8,279.7,224.1,185.4,55.3,0
Coastal Andhra Pradesh,2007,141,164.4,287.1,167.7,11.9,0.5
Coastal Andhra Pradesh,2008,208.5,276.2,166.8,51.6,71.4,1.2
Coastal Andhra Pradesh,2009,140.9,163.5,151.9,92.6,102.6,1.3
Coastal Andhra Pradesh,2010,318.9,248.6,230.5,204,210.9,138.2
Coastal Andhra Pradesh,2011,196,215.8,129.7,74.6,4.9,5
Coastal Andhra Pradesh,2012,221.9,221.2,246.5,140,289.7,0
Coastal Andhra Pradesh,2013,162.4,123.1,132,411.5,53.1,2.8
Coastal Andhra Pradesh,2014,151.8,177.8,144.5,195.6,23.7,6.4
Coastal Andhra Pradesh,2015,116,192,201.8,59.7,81.2,2
Coastal Andhra Pradesh,2016,131.5,124.4,224.4,59.7,13.1,36.9
Coastal Andhra Pradesh,2017,153.2,224.2,141.8,123,46.7,1.2
Telangana,1901,237.8,177.2,77.7,75.5,12.2,0
Telangana,1902,146.3,142.8,190.5,41.7,31.2,7.3
Telangana,1903,505.2,246.7,191.9,155.8,15.5,1.1
Telangana,1904,139.5,50,162.3,44.4,0,0
Telangana,1905,82.4,237.3,179.1,19.6,0,0
Telangana,1906,210.8,226.7,96.3,20.5,14.9,34.8
Telangana,1907,160.5,263.3,116.8,0.3,3.6,5
Telangana,1908,254.9,168.3,401.2,0.1,0,0.7
Telangana,1909,288.3,168.6,138.5,4.6,0,0.2
Telangana,1910,198.2,150.3,230.5,101.4,45.3,0
Telangana,1911,122.1,176.3,174.4,23,6,9.9
Telangana,1912,263.3,196.8,149.5,7.8,33.4,0
Telangana,1913,337.2,108.8,101.7,35.2,0,9.7
Telangana,1914,271.3,195.1,278.6,16.2,10.3,2
Telangana,1915,140.4,236.2,186.8,122,23.6,0.1
Telangana,1916,216.4,137,291.8,153.1,95.1,0
Telangana,1917,267.5,180.1,275.6,106.7,6.6,0
Telangana,1918,106.1,89.6,96.9,6.4,7.5,33.9
Telangana,1919,139.4,115.3,129.9,130.6,78.5,7.4
Telangana,1920,138.8,66.5,78.9,24.9,0,0
Telangana,1921,296.7,161.1,240.7,68,17.9,0
Telangana,1922,184.3,158.3,170.2,23,50.7,0
Telangana,1923,222.8,80.3,334.4,44,1,0
Telangana,1924,124.7,220.2,288.2,51.6,116.1,0
Telangana,1925,266.2,239.2,148.1,187.5,8.1,3.1
Telangana,1926,227.3,205.1,70.5,41,0,0
Telangana,1927,266,158.5,142.4,59.9,89,0
Telangana,1928,248.6,191.6,215.2,104.1,0,7.4
Telangana,1929,115,142.2,232.5,35.9,0,24.5
Telangana,1930,131.1,144.7,215.6,60,64.3,0
Telangana,1931,368.6,155.9,288.1,107.4,25.5,1.6
Telangana,1932,300.4,179,172.9,32,60.9,0
Telangana,1933,243.4,226.7,262.2,128.9,24,44.5
Telangana,1934,296.9,280.2,162.3,15.2,42,0
Telangana,1935,309.7,162.9,198.3,43.5,2.6,0.5
Telangana,1936,268.9,220.9,128.4,96.4,48.2,15.1
Telangana,1937,285.8,102.4,153.6,72.1,0.9,3
Telangana,1938,331.6,256.5,201.9,59.2,0,0
Telangana,1939,173.2,202.5,107.1,130.3,11.8,0
Telangana,1940,345.8,281.5,94.7,64.9,22.2,8.1
Telangana,1941,87.9,149.9,137.5,49.6,0.7,0.4
Telangana,1942,250.1,277.3,107.4,20.9,3.9,1.6
Telangana,1943,179.3,133.4,262.2,62.7,2.6,0
Telangana,1944,224.1,142.4,207.7,131.9,22.7,0
Telangana,1945,332.1,238.4,159.1,94.1,4.8,0
Telangana,1946,287.2,149.5,85,30.7,57.5,3.6
Telangana,1947,273.3,315.5,248.3,35.3,16.2,9.7
Telangana,1948,239.3,165.4,242.5,25,123,0
Telangana,1949,335.5,173.6,198.1,94.6,0.2,0
Telangana,1950,222.7,118.5,254.1,21.8,4.7,0.5
Telangana,1951,356,151.7,103.9,64.4,0.7,0
Telangana,1952,205.1,148.9,137.7,88.3,0.2,6.9
Telangana,1953,200.9,364.5,269.5,175.8,1.7,0
Telangana,1954,300.4,192.5,252.9,44.2,0,1.2
Telangana,1955,259.9,300.1,249.7,116.2,5.5,0
Telangana,1956,393.8,133.3,156.9,94.5,59.1,0
Telangana,1957,206.9,358.5,100.9,75.6,0,0
Telangana,1958,407.5,351.7,135.2,69.8,20.9,0
Telangana,1959,403.2,348.3,212.8,68.6,4.2,1.7
Telangana,1960,203.6,82.1,197.5,59.4,12,1.4
Telangana,1961,368.3,209.2,144.5,188.3,26.4,0.2
Telangana,1962,270.5,264.1,289.6,62.5,38.6,34.2
Telangana,1963,214.7,372.7,103.3,91.2,0,0
Telangana,1964,186.3,232.3,302.4,41.7,7.2,0
Telangana,1965,318.6,152.2,166.2,0.1,0,0
Telangana,1966,294,216.3,254.4,39.5,34.9,31.7
Telangana,1967,320.8,183.7,139.4,5.6,0.2,53.1
Telangana,1968,188.6,52.3,231.4,82.7,15.8,0.1
Telangana,1969,265.5,186.4,278.8,56.1,64.4,26.2
Telangana,1970,135.6,345.8,176.1,26.8,0,0
Telangana,1971,114.1,144.3,97.2,167.9,0,0
Telangana,1972,183.9,93.9,71.3,64.8,49.7,4.8
Telangana,1973,239.4,367,83.5,223,5.3,0.1
Telangana,1974,113.1,171.9,124.8,261.6,6,0
Telangana,1975,269.4,194,347,204.9,5.7,0
Telangana,1976,471.7,277.3,123.4,5.6,34.5,0
Telangana,1977,253.1,240,70.9,51,36.7,6.7
Telangana,1978,376.5,376.7,116,50.1,31.6,0
Telangana,1979,156.4,131.8,200,15.7,39.5,7.3
Telangana,1980,210.1,294.5,145.6,5,2.4,16.2
Telangana,1981,227.5,310.2,285.2,42.5,0.8,2.1
Telangana,1982,265.6,184.1,174.4,100.8,15.3,0
Telangana,1983,301.5,416.8,378.2,185.4,1,7.5
Telangana,1984,277.8,119.8,111.8,91.1,2.2,0
Telangana,1985,223.8,160.8,70,108,0,2.3
Telangana,1986,234.9,406.8,65.6,24.6,20.4,17.3
Telangana,1987,275,221.6,60.1,94.7,116,1.8
Telangana,1988,656.2,341.7,313.4,50.5,2.4,7.2
Telangana,1989,406,277.7,165.4,17.4,1.4,8.6
Telangana,1990,180.2,471.1,132.1,180.2,12.4,0.1
Telangana,1991,268.8,122,100.8,29.4,36.8,6
Telangana,1992,180.5,271.8,99,47,46.1,0
Telangana,1993,291.8,146.4,187,100.9,0.1,13.2
Telangana,1994,308.2,256.3,53.9,143,36.2,0
Telangana,1995,282.1,209.2,141.1,332.7,12.6,0
Telangana,1996,264.1,295.9,160.2,72.4,13.2,7.8
Telangana,1997,156.7,154.5,169.1,87.9,46.9,46.9
Telangana,1998,264,290.5,209.3,79.4,14.5,0
Telangana,1999,205.2,190.9,177.6,55.7,2.2,0
Telangana,2000,220.9,420.5,70.7,20.2,6.4,2.5
Telangana,2001,123.8,266.8,119.9,135.6,17.4,0
Telangana,2002,91.7,321.7,52.4,76.2,3.9,0
Telangana,2003,312.2,266.5,103.2,101.7,7.3,5.3
Telangana,2004,216.7,117.7,110.1,30.6,5.3,0
Telangana,2005,400.3,126.9,246.3,136.1,3.9,18.8
Telangana,2006,169.5,308.2,280.2,28.1,34.7,0
Telangana,2007,134.6,206.6,262.3,40.8,13,0
Telangana,2008,183.4,391.8,146.7,24.2,7.5,0.8
Telangana,2009,118.4,192.3,149.7,69.5,29.6,1.2
Telangana,2010,395.5,308.1,249.8,98.7,40.5,9.3
Telangana,2011,268.2,225.9,107.6,13.9,4.2,0
Telangana,2012,300.3,229.9,202.4,83.6,38.7,0
Telangana,2013,453.8,230.6,161.4,205.9,16.4,2.7
Telangana,2014,146,205.2,146.8,29.6,10.8,0.7
Telangana,2015,104.4,160.5,158.3,15.6,0.3,1.7
Telangana,2016,235.8,133.7,336.3,70.4,0.5,0.4
Telangana,2017,143.2,204.2,115.3,114.6,1.9,0
Rayalseema,1901,73.4,60.3,109,81.6,137.2,91.3
Rayalseema,1902,41.3,148.3,181.7,188.5,88.9,36.4
Rayalseema,1903,127.5,140.6,219.7,95.3,289.4,84
Rayalseema,1904,75.1,19.4,84.7,111.5,4.4,16.1
Rayalseema,1905,50.9,219.3,36.5,180.2,55.4,2
Rayalseema,1906,127.9,154.4,130.4,107.7,35,132.2
Rayalseema,1907,100.5,34.3,97.7,60,140.7,58
Rayalseema,1908,65,45.5,222.6,151.8,27.9,6.8
Rayalseema,1909,61.5,290.1,205,29.4,12.8,0.3
Rayalseema,1910,197.9,188.2,165.3,205.1,148.4,0
Rayalseema,1911,73.6,47.5,107.6,102.1,83.2,35.9
Rayalseema,1912,67.3,93.3,132,157.8,223.8,0.2
Rayalseema,1913,93.3,36.9,122.1,184.2,12.3,65.6
Rayalseema,1914,72.5,130,171.9,83.4,61.3,12.4
Rayalseema,1915,155.3,59.7,167.9,64.6,225.1,5.9
Rayalseema,1916,210.1,160.2,182.9,252.5,140.9,10.4
Rayalseema,1917,63,171.5,185.6,183.8,105.1,21.9
Rayalseema,1918,30.8,74.1,111.4,4.4,211.6,22.8
Rayalseema,1919,151.8,33,237.8,79,180.6,22.7
Rayalseema,1920,24.4,86.3,155.6,134.9,111.5,0
Rayalseema,1921,180.3,93.3,84.4,185.8,43,5.2
Rayalseema,1922,64.8,85,34.8,120,306.3,10
Rayalseema,1923,58.6,24.8,167.4,96.7,19.6,17.3
Rayalseema,1924,83.9,86.2,202.9,47.5,158.1,0.3
Rayalseema,1925,106.3,135.7,85.2,137.3,108,109
Rayalseema,1926,87.9,92.3,147.9,80.6,43.6,9
Rayalseema,1927,98.7,76.1,191.6,60.2,150.8,1
Rayalseema,1928,85,87.5,100.1,202.4,37,30.4
Rayalseema,1929,36.6,45.7,165.7,146.5,109.4,38.2
Rayalseema,1930,45.6,33.1,137.3,245.8,156.6,44
Rayalseema,1931,101.2,32.1,137,135.7,92.4,63.6
Rayalseema,1932,72.4,128.6,77.6,92.6,108.6,16.2
Rayalseema,1933,74.8,181.7,56.3,124.6,42,101.7
Rayalseema,1934,115,49.9,57.8,151.5,72.9,5.6
Rayalseema,1935,92.6,226.1,113.9,171.4,35.8,11.5
Rayalseema,1936,75.7,49.7,149.1,66.8,150.4,10.4
Rayalseema,1937,105,63.7,110.4,161.2,123,21.3
Rayalseema,1938,72.4,199.4,224.8,24.5,2.7,7
Rayalseema,1939,50,85.4,142.5,163,177,2.2
Rayalseema,1940,65.7,105.3,128.1,171.7,168.3,13.8
Rayalseema,1941,25.7,57.5,173.8,108.8,98.3,96.2
Rayalseema,1942,28.8,123.2,86.3,53.1,63.2,51.8
Rayalseema,1943,88.1,78.1,134.3,309.2,95.7,7.3
Rayalseema,1944,144.2,69,151.5,180,141.1,15.7
Rayalseema,1945,160.8,107.6,105.2,60,75.6,0.5
Rayalseema,1946,60,88.4,151.1,87.4,258.2,198.7
Rayalseema,1947,124,136.2,126.2,87.4,17.2,11.8
Rayalseema,1948,82.9,105.8,77.7,108.8,113.4,8.1
Rayalseema,1949,137.8,163.1,180.9,98,53.1,0
Rayalseema,1950,66.8,85.2,136.4,101.5,40.9,0.2
Rayalseema,1951,106.7,56.9,65.6,72.1,41.7,0.1
Rayalseema,1952,59.6,81.9,52.6,108.7,7.4,134.2
Rayalseema,1953,125.2,58.7,141.9,309.4,35.7,0.3
Rayalseema,1954,208.4,79.3,73,222.4,0,82
Rayalseema,1955,107.3,183.2,118.8,98.9,62.3,33
Rayalseema,1956,144,72.3,168.6,220.3,79.7,36
Rayalseema,1957,77,89.2,73.2,79.1,69.1,0
Rayalseema,1958,65.6,219.2,93.5,202.7,88.2,19.8
Rayalseema,1959,89.1,92.8,132.9,77.5,61.6,15.3
Rayalseema,1960,89.9,27.1,224,59.8,227.1,7.2
Rayalseema,1961,112.5,124.7,54.3,141.5,62.8,4.2
Rayalseema,1962,40.4,117.1,140.7,231.4,34.4,64.4
Rayalseema,1963,82.6,148.2,95.9,159.7,33,30
Rayalseema,1964,213.4,89.4,225.2,51,128.4,13.6
Rayalseema,1965,78.6,168.8,109.4,13.2,62.2,54.3
Rayalseema,1966,96.7,129.1,143.9,94.2,247.9,36.6
Rayalseema,1967,127.3,48.9,140.9,100.3,43.2,104.2
Rayalseema,1968,77.9,13.6,150.4,113.7,83.6,66.8
Rayalseema,1969,118.1,126.6,49.3,258.1,109,58.8
Rayalseema,1970,107.5,201.3,131.2,107.9,64.1,0.5
Rayalseema,1971,60.5,98.5,90.7,163.4,40.8,23.8
Rayalseema,1972,30.8,27.4,131.5,218.1,108.3,92.3
Rayalseema,1973,80.4,150.2,141.9,164.1,34.2,35.7
Rayalseema,1974,94.5,68.5,204.9,194.1,29.5,0
Rayalseema,1975,176.9,133.7,156.7,345.5,121,5.3
Rayalseema,1976,134.7,189.3,50.1,137.9,203.8,3.6
Rayalseema,1977,87.4,140.2,51.3,217,175.1,1
Rayalseema,1978,130,93.3,196.2,80,143.4,91.4
Rayalseema,1979,72.2,79.7,155.3,61.5,256.6,12.3
Rayalseema,1980,79.5,110.5,62.9,38.6,158.7,27.5
Rayalseema,1981,100.7,115.2,210,141.7,37.6,40.6
Rayalseema,1982,72.7,32.2,105.5,127.8,130.4,0
Rayalseema,1983,110,193,272.5,125.1,35.9,87.5
Rayalseema,1984,162.1,19.1,130.9,79.3,127.6,47.8
Rayalseema,1985,134.3,77.8,72.3,121.1,140.2,40.6
Rayalseema,1986,55.9,54.7,106.9,103.1,81.8,10.3
Rayalseema,1987,28.8,154.5,88,178.4,120.3,88.9
Rayalseema,1988,178,217.6,186.1,42.8,61.3,30.7
Rayalseema,1989,245.2,26.6,146.8,51.2,75.7,46.1
Rayalseema,1990,62.3,100.1,184.7,186,166.4,10.9
Rayalseema,1991,79.8,101.6,99.9,191,219.6,11.7
Rayalseema,1992,90.5,89.9,73.5,89.3,142.7,4.6
Rayalseema,1993,109.5,123.7,128,172.7,132.3,94.5
Rayalseema,1994,91.5,107.8,38,207.4,101.1,20.8
Rayalseema,1995,156.1,182.1,94,130.9,45,4.3
Rayalseema,1996,72.2,183.8,210.1,279.2,44.3,144.6
Rayalseema,1997,40.8,80.7,207.4,103.8,145.3,78.8
Rayalseema,1998,126.5,164.7,202,146.6,141.3,44.7
Rayalseema,1999,50.6,97.4,63.3,100.2,69.8,12
Rayalseema,2000,94.7,241.5,102.9,134.7,37.7,36.7
Rayalseema,2001,70.1,95.8,195.5,352.5,41.7,38.1
Rayalseema,2002,42.9,69.8,78.2,167.5,44.2,12.9
Rayalseema,2003,183.4,116.4,124.9,175.5,11.7,9.6
Rayalseema,2004,122.9,23.1,153.7,124.4,65.6,0
Rayalseema,2005,133.2,106.6,127.6,304.8,144.8,81.7
Rayalseema,2006,43.2,72,144.7,88.4,78.6,20
Rayalseema,2007,83.8,186.9,186,176.9,35.3,81.8
Rayalseema,2008,81.4,104.9,121.7,126,192.1,5.9
Rayalseema,2009,33.2,128.5,155.8,69.3,135.6,35.4
Rayalseema,2010,187.6,155,122.9,83.4,175.1,46.7
Rayalseema,2011,128.9,163.6,71.2,107.5,106.9,35.1
Rayalseema,2012,139.7,120,69.5,113.7,86.6,61.9
Rayalseema,2013,95.7,110.3,163.2,169.3,38.6,2.6
Rayalseema,2014,68.7,115.1,81.4,104.6,37.8,12.8
Rayalseema,2015,43.1,123.6,136.3,106.7,383.8,52.2
Rayalseema,2016,131,41.5,90.8,14.1,5.4,54.4
Rayalseema,2017,52.2,171.6,194.6,221.1,33.3,7.4
Tamil Nadu,1901,49.3,67.9,191.1,122.3,212.3,80.4
Tamil Nadu,1902,55.1,113.8,98.6,282.2,174.9,165.8
Tamil Nadu,1903,72.6,115,210.4,128.1,200.5,203.2
Tamil Nadu,1904,89,40.4,85.7,163.2,23.6,49.1
Tamil Nadu,1905,39,101.8,73.5,250.4,123.7,3.2
Tamil Nadu,1906,76,195.2,65.3,162.8,189.1,127.7
Tamil Nadu,1907,70.4,58.2,117.2,160.4,200,63.2
Tamil Nadu,1908,37.5,48.4,154.2,261,36.1,20.1
Tamil Nadu,1909,36.1,206.6,106.1,158,74.7,20.8
Tamil Nadu,1910,148.1,142,52.4,278,146.7,0.6
Tamil Nadu,1911,50.3,28.9,120.5,125.6,176.2,130.1
Tamil Nadu,1912,34.8,74.2,126.7,244.2,259.3,23.9
Tamil Nadu,1913,58.7,62.3,124.8,203.4,184.1,117.7
Tamil Nadu,1914,37.6,98.4,132.2,281.2,129.1,132
Tamil Nadu,1915,117.7,82.9,133,99.9,241,61.5
Tamil Nadu,1916,168.6,125.5,94.7,208.6,145.7,33.2
Tamil Nadu,1917,45.1,155.7,163.5,123.1,167.5,45.9
Tamil Nadu,1918,40.8,58.6,47,81.8,315.1,88.4
Tamil Nadu,1919,87.8,51.6,162.7,152.4,264.4,106.4
Tamil Nadu,1920,37.3,74.8,156.3,159.4,404.9,4.7
Tamil Nadu,1921,92.5,129.6,78.3,236.4,76,56.1
Tamil Nadu,1922,45.4,87.1,75.3,262.8,291.8,71.6
Tamil Nadu,1923,40.5,39.8,99.8,220.3,44.3,109.7
Tamil Nadu,1924,113.9,87.1,170.8,107.1,163.5,30.6
Tamil Nadu,1925,38.7,91.7,77.3,148.9,229,182.8
Tamil Nadu,1926,73.8,70.5,120.2,151.5,119.2,26.1
Tamil Nadu,1927,65.9,77.8,131,87.2,171.3,32.5
Tamil Nadu,1928,75.5,95.2,59.7,219,173.8,98.8
Tamil Nadu,1929,48.9,70.7,135.1,161.2,192,89.6
Tamil Nadu,1930,38.9,66.7,94.2,436.1,186.5,48.7
Tamil Nadu,1931,77.3,81.7,104.7,120.3,183.4,295.8
Tamil Nadu,1932,56.5,163.5,61.6,247.4,246.9,78.5
Tamil Nadu,1933,60.7,169.9,104.5,201.8,124.5,105.9
Tamil Nadu,1934,57.5,56.4,38.1,303.4,99.2,15.9
Tamil Nadu,1935,38.6,153.4,78.6,192.4,147.6,86.3
Tamil Nadu,1936,85.5,59.4,122,103.7,234.5,64.7
Tamil Nadu,1937,51.1,118.1,105.7,189.8,280.1,22.8
Tamil Nadu,1938,101.4,146.3,116.8,87.5,39.3,51.8
Tamil Nadu,1939,35.1,91.3,96.2,243.8,266.2,8.6
Tamil Nadu,1940,59,69.4,121.2,152,367.8,95.4
Tamil Nadu,1941,69.6,84.7,166.4,148.1,216.4,107.5
Tamil Nadu,1942,54.9,110.1,120.8,146.5,68,146.9
Tamil Nadu,1943,75.3,78.8,101.1,310.6,117.4,43.2
Tamil Nadu,1944,73.8,104.7,143.5,188.8,288.8,130.9
Tamil Nadu,1945,75.1,110.1,58.6,168.4,206.8,15
Tamil Nadu,1946,59.3,87.7,140.8,175.5,311.2,273.5
Tamil Nadu,1947,125.5,113.4,127.6,205.9,30.5,20
Tamil Nadu,1948,79.8,102.3,68.8,145.4,226.2,36.6
Tamil Nadu,1949,113.6,148.2,82.3,159.4,86.4,2.3
Tamil Nadu,1950,56.1,125.3,85.5,160.6,100.7,34.6
Tamil Nadu,1951,83.6,94.7,113.4,98.3,187.2,9.6
Tamil Nadu,1952,74.3,73.7,38.2,123.8,47.2,167.6
Tamil Nadu,1953,111.7,86.2,131.1,278.2,97.1,18.9
Tamil Nadu,1954,118.5,147.2,34,271,32.6,107
Tamil Nadu,1955,73.4,88.1,128.2,165.2,130.6,145.3
Tamil Nadu,1956,46,99.2,126.4,255.8,225.5,45.1
Tamil Nadu,1957,64,60.8,73.5,203.3,200.4,77.1
Tamil Nadu,1958,47.3,147.7,80,155.2,154.4,25.5
Tamil Nadu,1959,60.6,62.1,99.1,187,190.4,53.4
Tamil Nadu,1960,146.8,55.6,108.4,134.5,354.1,21.2
Tamil Nadu,1961,99.4,110.4,122.2,154.7,107.5,56.1
Tamil Nadu,1962,56.7,130.5,114.8,275.7,63.1,47.1
Tamil Nadu,1963,93.1,88.7,115,173.4,195,135.9
Tamil Nadu,1964,174.7,100.8,92.3,187.7,166.4,70.9
Tamil Nadu,1965,55.4,169.8,92.7,123.9,120.3,202.3
Tamil Nadu,1966,76.4,143.4,166.1,290.6,224.3,99.8
Tamil Nadu,1967,69.4,81.2,76.2,182.3,127.1,156.7
Tamil Nadu,1968,53.7,65,137.7,111.8,121.1,72.7
Tamil Nadu,1969,60.9,139.7,36.8,275.1,190.5,127.1
Tamil Nadu,1970,88.9,98.5,102.4,195.1,199.9,15.3
Tamil Nadu,1971,87.2,127.8,109,221.3,71.3,199.6
Tamil Nadu,1972,49.2,42.7,175.3,273.1,126,200.6
Tamil Nadu,1973,92.3,87.6,130.4,195.2,79.1,127.1
Tamil Nadu,1974,79.8,63.5,178,114.8,47.8,22.2
Tamil Nadu,1975,129.1,121.3,147.8,165.3,130.3,36.4
Tamil Nadu,1976,64,129.9,83.7,137.6,244.9,56.6
Tamil Nadu,1977,55.4,128.3,118.6,347.5,346.8,12.6
Tamil Nadu,1978,78.2,55.4,137.2,151.4,234.6,198.1
Tamil Nadu,1979,75.2,80.2,183.1,132.6,416.7,48.2
Tamil Nadu,1980,64.9,64.2,76.3,122.3,166.2,47
Tamil Nadu,1981,117,91.8,200.5,258,106.4,72.5
Tamil Nadu,1982,52.5,44.5,93.4,114,200.8,30.9
Tamil Nadu,1983,77.9,132,154.6,138.7,94.5,242.6
Tamil Nadu,1984,149.5,38,151.3,134.8,113.5,58.5
Tamil Nadu,1985,81.2,129.7,161.6,107.3,233.3,57.4
Tamil Nadu,1986,66.9,115.2,142.3,170.5,133.4,57.1
Tamil Nadu,1987,26.1,82.8,127,236.7,136.9,175
Tamil Nadu,1988,102.6,149.8,136.1,71.8,117.6,33.1
Tamil Nadu,1989,154.9,39.7,137.3,148.6,154,39.8
Tamil Nadu,1990,40,80.1,119.6,194.1,144,46.1
Tamil Nadu,1991,54.7,71.7,114,225.1,234.4,21.4
Tamil Nadu,1992,77.9,59.9,157.3,123.9,297.2,52.1
Tamil Nadu,1993,60.3,88.8,96.7,214.5,315.9,163.1
Tamil Nadu,1994,75.3,66.1,84.2,230.6,229.1,27
Tamil Nadu,1995,86.7,121.1,94,143.1,107.9,3.7
Tamil Nadu,1996,55.4,112.4,141.2,149.7,106,237.6
Tamil Nadu,1997,63.5,56.4,116,169.5,258.1,135.2
Tamil Nadu,1998,101.9,152.9,121.8,124.7,242,197.4
Tamil Nadu,1999,55.3,74.8,73.1,268.9,182.8,53.6
Tamil Nadu,2000,45.8,136.1,169.8,120.3,148.6,88.9
Tamil Nadu,2001,37.2,18.7,53.8,69.5,52.3,27.6
Tamil Nadu,2002,11.8,26.5,32.2,93.7,47.2,12.2
Tamil Nadu,2003,38.7,49.3,26.1,86,59.5,7.1
Tamil Nadu,2004,98.6,85.1,208.3,271.1,204.5,25
Tamil Nadu,2005,87.9,93.3,117.9,280.5,353.4,148.5
Tamil Nadu,2006,33.6,73.4,116.3,240.4,215.1,26.1
Tamil Nadu,2007,101,136.5,89.1,248.9,79.2,219.9
Tamil Nadu,2008,73.1,126.5,70.7,242.7,298.5,50.1
Tamil Nadu,2009,42.1,96.9,114.4,62.1,314.7,106.2
Tamil Nadu,2010,81.4,102.9,111.1,148.1,328.6,124.5
Tamil Nadu,2011,45.5,128.9,76,200.4,230.5,41
Tamil Nadu,2012,46.5,98,84.9,235.2,44.5,14
Tamil Nadu,2013,42.7,110.7,113.5,127.9,112.3,53.2
Tamil Nadu,2014,50.6,117.7,98.9,252.2,110.8,66
Tamil Nadu,2015,43.5,81.6,98.4,132.6,379.8,152.8
Tamil Nadu,2016,86.8,55.1,49,65.8,33.8,66.5
Tamil Nadu,2017,42,159.4,165.3,155.5,141.5,96.8
Coastal Karnataka,1901,991.2,606.4,108,120.5,104.9,17.8
Coastal Karnataka,1902,1401.6,454.2,708.4,180.4,50.8,132.2
Coastal Karnataka,1903,1405.5,593.8,304.4,185,79.3,5.3
Coastal Karnataka,1904,1070,465.6,245.3,127.2,0.7,0
Coastal Karnataka,1905,777.3,586.9,172.9,222.2,36.1,0
Coastal Karnataka,1906,1173.4,535,273.3,128.5,22.1,56.8
