States/UTs,YEAR,JUL,AUG,SEP,OCT,NOV,DEC
Andaman & Nicobar Islands,1901,365.1,481.1,332.6,388.5,558.2,33.6
Andaman & Nicobar Islands,1902,228.9,753.7,666.2,197.2,359,160.5
Andaman & Nicobar Islands,1903,728.4,326.7,339,181.2,284.4,225
Andaman & Nicobar Islands,1904,502,160.1,820.4,222.2,308.7,40.1
Andaman & Nicobar Islands,1905,368.7,330.5,297,260.7,25.4,344.7
Andaman & Nicobar Islands,1906,247.7,320.5,164.3,267.8,128.9,79.2
Andaman & Nicobar Islands,1907,443.9,377.6,200.4,264.4,648.9,245.6
Andaman & Nicobar Islands,1908,481.4,699.9,428.8,170.7,208.1,196.9
Andaman & Nicobar Islands,1910,264.3,337.4,626.6,208.2,267.3,153.5
Andaman & Nicobar Islands,1911,253,187.1,464.5,333.8,94.5,247.1
Andaman & Nicobar Islands,1912,468.9,370.3,386.2,318.7,117.2,2.3
Andaman & Nicobar Islands,1913,280.8,205.8,580.1,288.8,133,67.5
Andaman & Nicobar Islands,1914,792.8,520.5,310.8,139.8,184.4,289.7
Andaman & Nicobar Islands,1915,269,317.2,429.8,468.1,258.4,318
Andaman & Nicobar Islands,1916,317.3,425,561.2,369.7,192.6,133.7
Andaman & Nicobar Islands,1917,394.8,437.4,471.8,238.1,108.3,236.9
Andaman & Nicobar Islands,1918,200.9,455.4,303.3,227,366.9,175
Andaman & Nicobar Islands,1919,246.5,259.8,170.7,186.2,340.4,258.4
Andaman & Nicobar Islands,1920,294.4,467.4,505.4,397.5,262.9,85.5
Andaman & Nicobar Islands,1921,487.1,330,581.2,360.7,118.2,41.5
Andaman & Nicobar Islands,1922,425.8,307.4,511.7,162,541,192.2
Andaman & Nicobar Islands,1923,636.9,182.2,560.5,131.9,197.4,70.6
Andaman & Nicobar Islands,1924,493.3,290.9,251.2,331.1,378.6,NA
Andaman & Nicobar Islands,1925,241.8,278.2,201.9,249.5,271.5,196
Andaman & Nicobar Islands,1926,195.3,523.7,719.3,443.8,148.4,560.7
Andaman & Nicobar Islands,1927,195.2,370.1,126.2,327.5,274.1,65.5
Andaman & Nicobar Islands,1928,406.3,391.5,404.8,444.5,99.5,13.5
Andaman & Nicobar Islands,1929,134,644.7,172.9,413,251.5,13.5
Andaman & Nicobar Islands,1930,317.9,446.7,677.2,82.3,249.4,201.6
Andaman & Nicobar Islands,1931,289.3,571,294.4,368.3,22.8,182.7
Andaman & Nicobar Islands,1932,NA,NA,NA,NA,NA,NA
Andaman & Nicobar Islands,1933,376.6,294.1,759,239.8,268.8,56.9
Andaman & Nicobar Islands,1934,323.5,924.9,761.1,338.1,240.2,46.1
Andaman & Nicobar Islands,1935,368.7,411.6,578.9,182.4,275.4,95.4
Andaman & Nicobar Islands,1936,664.8,562.9,383.8,174.9,199.2,212.2
Andaman & Nicobar Islands,1937,449.5,332,349.5,383.3,251.7,617.5
Andaman & Nicobar Islands,1938,318.2,397.1,546.7,318.4,316.3,107.5
Andaman & Nicobar Islands,1939,335.6,202.8,512.5,263.9,165.9,131.3
Andaman & Nicobar Islands,1940,268.1,889.2,477.5,114.1,221,318.8
Andaman & Nicobar Islands,1941,302.5,311.9,516,382.8,266,279.5
Andaman & Nicobar Islands,1942,NA,NA,NA,NA,NA,NA
Andaman & Nicobar Islands,1946,189,367.4,478.3,276.9,146.9,243.8
Andaman & Nicobar Islands,1947,490,293.7,NA,376,67.5,168.6
Andaman & Nicobar Islands,1949,743.3,404,627.5,339.6,81.1,7
Andaman & Nicobar Islands,1950,366.7,347.3,494.5,224.6,89.3,169.4
Andaman & Nicobar Islands,1951,665.3,101.3,360.9,489,209.6,434.8
Andaman & Nicobar Islands,1952,385.5,541.3,240.3,315.6,287.5,89.2
Andaman & Nicobar Islands,1953,444.4,262.8,370.1,243.6,246,63.3
Andaman & Nicobar Islands,1954,510.8,605.4,763.8,247.2,84.8,124.7
Andaman & Nicobar Islands,1955,298.4,356.9,341.8,466.5,362.9,44.2
Andaman & Nicobar Islands,1956,468.4,467.7,325.1,458.7,164.1,70.5
Andaman & Nicobar Islands,1957,316.2,421.3,354.3,299.7,88.6,71.9
Andaman & Nicobar Islands,1958,440.7,388.4,350.6,265.2,313.8,70.7
Andaman & Nicobar Islands,1959,817.1,409.3,589.6,332.7,242.5,128.5
Andaman & Nicobar Islands,1960,308.4,270.7,442.4,400,191.7,92.8
Andaman & Nicobar Islands,1961,304.9,557.1,612,379.9,280.6,144.5
Andaman & Nicobar Islands,1962,409.1,420.6,474.5,259.8,101.7,384.9
Andaman & Nicobar Islands,1963,303.3,601.2,614.3,295.5,109.3,179.9
Andaman & Nicobar Islands,1964,287.3,472.1,521.2,218.9,349.2,101.6
Andaman & Nicobar Islands,1965,392.1,396.6,576.8,290.5,187.9,500.4
Andaman & Nicobar Islands,1966,433.5,335.6,454.1,171.9,333.8,311.9
Andaman & Nicobar Islands,1967,537.8,614.3,303.5,427.5,99.7,97
Andaman & Nicobar Islands,1968,519.3,242,496.8,281.6,152,119.2
Andaman & Nicobar Islands,1969,345.2,281.4,489.8,146.8,343.7,65.8
Andaman & Nicobar Islands,1970,564.6,342.9,423.5,386.6,418.4,232.7
Andaman & Nicobar Islands,1971,421.1,327.9,470.2,505.3,178.4,155.9
Andaman & Nicobar Islands,1972,544.6,384.9,444.5,263.8,413.9,180
Andaman & Nicobar Islands,1973,371.4,370.3,357.5,247.2,349.8,289.1
Andaman & Nicobar Islands,1974,257.1,456.2,321.6,398.4,372.2,74.8
Andaman & Nicobar Islands,1975,173.6,357.4,351.8,373.6,323.7,99.7
Andaman & Nicobar Islands,1976,382.1,487.7,387,166.8,307.2,359.6
Andaman & Nicobar Islands,1977,341.1,345.5,467.1,263.6,153.3,67.1
Andaman & Nicobar Islands,1978,656.6,346.3,310.8,243.7,83.4,44.6
Andaman & Nicobar Islands,1979,455.9,173.6,330.2,163.5,169.8,13.6
Andaman & Nicobar Islands,1980,575.7,494.4,271.9,252,143.7,500.7
Andaman & Nicobar Islands,1981,344.1,510.7,452.6,242.1,348.4,170.7
Andaman & Nicobar Islands,1982,410.5,347.6,369,164.5,238.8,60.5
Andaman & Nicobar Islands,1983,468.9,493.8,505.5,275.8,261,88.1
Andaman & Nicobar Islands,1984,446.4,125.8,283.6,347.1,158.9,445.2
Andaman & Nicobar Islands,1985,230.9,375.2,362.5,358.9,232.1,94.4
Andaman & Nicobar Islands,1986,308.5,444,408.9,176.1,163.5,47
Andaman & Nicobar Islands,1987,45.3,666.5,378.9,373.4,313.4,334.1
Andaman & Nicobar Islands,1988,495.6,354.2,603.3,271.4,583,69.9
Andaman & Nicobar Islands,1989,380.1,413.2,215.9,291.8,255,4
Andaman & Nicobar Islands,1990,213.2,293.3,310.4,133.6,291.1,100.3
Andaman & Nicobar Islands,1991,547.2,486.5,489.9,287.6,130.1,58.5
Andaman & Nicobar Islands,1992,348.2,372.3,323.7,257.3,64.3,7.2
Andaman & Nicobar Islands,1993,391.7,226.7,437,299.3,189,66.7
Andaman & Nicobar Islands,1994,569.7,460.5,775.1,137.5,180.3,23.8
Andaman & Nicobar Islands,1995,501.4,555.8,426.4,294.7,452.9,21.6
Andaman & Nicobar Islands,1996,335.5,328,541.6,318.5,254.2,178.8
Andaman & Nicobar Islands,1997,918.5,430.6,440.2,128.7,292.8,38.4
Andaman & Nicobar Islands,1998,364.5,258.9,337.8,618.6,227.8,89
Andaman & Nicobar Islands,1999,408.5,329.2,325.3,437.5,124.9,145.7
Andaman & Nicobar Islands,2000,176.3,460.8,250.1,321.2,158.3,115.2
Andaman & Nicobar Islands,2001,341.3,469,334.4,267.6,222.6,91.8
Andaman & Nicobar Islands,2002,317.4,429.8,420,169,306.7,129.9
Andaman & Nicobar Islands,2003,494.9,379.4,371.9,310.4,74.1,48
Andaman & Nicobar Islands,2004,378.9,308.7,280.7,223.9,169.9,0.4
Andaman & Nicobar Islands,2005,429.3,311.1,507.5,293.5,300.1,283.9
Andaman & Nicobar Islands,2006,182.7,219.6,546.5,374.7,76.1,74.4
Andaman & Nicobar Islands,2007,463.2,465.3,486.4,209.4,223.9,85.6
Andaman & Nicobar Islands,2008,511.2,482.1,332,243.7,321.1,72
Andaman & Nicobar Islands,2009,297.3,351.5,344.7,272.8,66.2,48
Andaman & Nicobar Islands,2010,521.9,563.8,263.3,402.4,268.5,246.4
Andaman & Nicobar Islands,2011,583.2,441.5,757.1,212.3,150.8,238.5
Andaman & Nicobar Islands,2012,317.3,369.6,868.9,209.7,300.5,187.3
Andaman & Nicobar Islands,2013,564.8,336.7,473.6,455.8,354.2,92.3
Andaman & Nicobar Islands,2014,467.6,321.6,412.9,402.6,201.2,100.4
Andaman & Nicobar Islands,2015,328.9,480,523.3,252.1,236.3,129.9
Andaman & Nicobar Islands,2016,301.2,227.7,604.3,287.2,181.7,533.7
Andaman & Nicobar Islands,2017,389.4,414.7,372.8,263,205.9,243.7
Arunachal Pradesh,1916,NA,629.7,333.9,NA,NA,NA
Arunachal Pradesh,1917,909.1,628.4,411.5,199.3,63.5,0
Arunachal Pradesh,1918,1303,692.6,515.8,125.2,7.8,13.7
Arunachal Pradesh,1919,999,286.7,628.7,948.3,40.7,8.6
Arunachal Pradesh,1920,535.4,896.5,376.7,103.3,0,0
Arunachal Pradesh,1921,1433,885.9,603.4,246.3,4.6,15.5
Arunachal Pradesh,1922,918.7,488.3,207.6,483.5,30.3,19
Arunachal Pradesh,1923,1278.5,251.3,617.3,50.1,8.4,2.8
Arunachal Pradesh,1924,942.7,713.8,410.8,303.3,31.9,0
Arunachal Pradesh,1925,611,684.7,1222,153.2,5.1,4.1
Arunachal Pradesh,1926,978.7,445.6,286.9,311.5,18.6,49.3
Arunachal Pradesh,1927,923.2,727.8,1108.9,537.2,17.8,0
Arunachal Pradesh,1928,993.6,981.2,706.1,633.5,25.6,2.3
Arunachal Pradesh,1929,614.4,670,384.3,188,64.5,109.5
Arunachal Pradesh,1930,376.2,1055.5,637,361.1,93.2,24.9
Arunachal Pradesh,1931,1399.9,337.7,480.7,157.4,37.8,46.2
Arunachal Pradesh,1932,521.2,907.8,682.9,152.2,231.4,59.9
Arunachal Pradesh,1933,743.2,685.2,376.1,217.9,40.6,8.1
Arunachal Pradesh,1934,935.9,640.9,382.6,141.6,77,21.9
Arunachal Pradesh,1935,489.9,968.8,631.6,21.8,44.4,27.4
Arunachal Pradesh,1936,1132.8,668.4,584.3,216.5,122.8,127.6
Arunachal Pradesh,1937,611.6,816.9,339.7,239.8,16.7,17.3
Arunachal Pradesh,1938,1355.1,790.8,877.3,220.6,59.7,5.6
Arunachal Pradesh,1939,838.5,310.2,476.4,157.6,6.2,7.7
Arunachal Pradesh,1940,1067.9,340.5,791.4,154.6,12.4,44.3
Arunachal Pradesh,1941,935.9,729.2,687,89.7,19.6,45.9
Arunachal Pradesh,1942,457.5,438.9,357.6,8.7,32.1,1.1
Arunachal Pradesh,1943,688.1,501,727.7,155.4,43,22.8
Arunachal Pradesh,1944,483.6,307.4,656.1,334.8,26,47.5
Arunachal Pradesh,1945,960,771.3,328.6,187.7,1.3,28.7
Arunachal Pradesh,1946,1212.2,478.7,540.4,215.9,25.4,3.8
Arunachal Pradesh,1947,1245,417.9,503.8,297.3,9.5,25.9
Arunachal Pradesh,1948,2362.8,603.3,350.4,150.1,52.7,21.4
Arunachal Pradesh,1949,1002,672.6,482,224.9,39.6,50.1
Arunachal Pradesh,1950,377.6,241.8,285.8,356,49.5,43.9
Arunachal Pradesh,1951,554.7,278.5,383.7,101.8,46.2,39.1
Arunachal Pradesh,1952,320.6,481.1,368.2,257.9,43.9,29.7
Arunachal Pradesh,1953,512.5,245.3,449.8,NA,10.4,23.4
Arunachal Pradesh,1957,1219.4,542.6,505.8,146.6,17.1,40.6
Arunachal Pradesh,1958,457.7,1664.6,705.2,669.4,2.5,17
Arunachal Pradesh,1959,1137.7,333.2,508.8,247,12.1,0
Arunachal Pradesh,1960,1296.8,251.3,1034.8,13,13.4,10.4
Arunachal Pradesh,1961,738.3,547.9,256.2,260.5,57.1,3.9
Arunachal Pradesh,1962,758.1,1405.9,222.4,255.6,NA,NA
Arunachal Pradesh,1963,817.4,1199.3,366.4,136.4,20,15.7
Arunachal Pradesh,1964,1506.1,492.1,465.1,246.2,12.2,71.9
Arunachal Pradesh,1965,315.8,351.3,172.9,51.5,72.6,4.9
Arunachal Pradesh,1966,432.7,411.6,197.6,78.9,39,6.3
Arunachal Pradesh,1967,434.5,220.8,212.8,58.5,10,11.5
Arunachal Pradesh,1968,404.8,227.5,243.5,75.8,12.5,8.4
Arunachal Pradesh,1969,405.1,333.9,241.4,42.9,34.8,15.1
Arunachal Pradesh,1970,377.9,245.4,287.4,138.6,6.9,0
Arunachal Pradesh,1971,385.5,288.2,239.6,235.1,67.8,7.3
Arunachal Pradesh,1972,438.3,270.7,334.5,83.3,25.9,21.5
Arunachal Pradesh,1973,284.8,271.3,258.3,110.2,88.9,35.4
Arunachal Pradesh,1974,648.9,446.8,461.2,121.1,14,30.3
Arunachal Pradesh,1975,427,185.2,297,451.6,21.5,13.6
Arunachal Pradesh,1976,375.4,357.4,177.5,139.7,87.9,45.6
Arunachal Pradesh,1977,484.7,610.1,311.9,213.5,141,77.7
Arunachal Pradesh,1978,357.5,172.4,310.4,133,146.1,2.5
Arunachal Pradesh,1979,665.4,296.9,417.5,409.6,27.4,81.2
Arunachal Pradesh,1980,514.1,544.7,367.4,185.4,7.8,0.2
Arunachal Pradesh,1981,549.3,360.6,262.6,71.8,29.3,55.5
Arunachal Pradesh,1982,593,197,526.6,82.3,53.8,62.2
Arunachal Pradesh,1983,563.2,389.9,476.4,191.7,14.9,40.8
Arunachal Pradesh,1984,671,309.2,455.5,184.1,5.7,89.5
Arunachal Pradesh,1985,657.8,326.3,502.2,116.6,25.4,48.8
Arunachal Pradesh,1986,453.7,355.3,387.6,176.6,36.6,14
Arunachal Pradesh,1987,754.9,558.8,646.6,101.1,24.1,39.6
Arunachal Pradesh,1988,868.1,815.6,486.3,416.4,34.2,13.1
Arunachal Pradesh,1989,640.7,305.3,526.5,281.7,77.9,19.6
Arunachal Pradesh,1990,534,352.8,625.5,240.6,2,19.7
Arunachal Pradesh,1991,607.7,603.4,484.5,189,22.2,80.8
Arunachal Pradesh,1992,557.2,294.3,328.2,201.5,11.5,8.9
Arunachal Pradesh,1993,619.2,691.9,323.1,228.6,14.7,7.5
Arunachal Pradesh,1994,233,280.2,225,161.6,14.1,6.2
Arunachal Pradesh,1995,714.5,328.8,425.1,82.4,51,32.6
Arunachal Pradesh,1996,593,372.1,191.2,212.5,9.1,1.4
Arunachal Pradesh,1997,395.2,237,403.5,58.5,45.9,26.3
Arunachal Pradesh,1998,823.8,807,236.8,187.2,20.5,2.5
Arunachal Pradesh,1999,376.9,438.1,254,207.9,28.3,4.3
Arunachal Pradesh,2000,395.4,387.4,407.4,81.3,53.9,9.6
Arunachal Pradesh,2001,302.6,279.9,288.1,173.8,19.3,14.9
Arunachal Pradesh,2002,604,290.7,257.9,94,45,17.9
Arunachal Pradesh,2003,645.3,327.2,259.9,182.6,25,16.2
Arunachal Pradesh,2004,654.3,243,278.5,184.8,5.6,15.2
Arunachal Pradesh,2005,430.8,400,243.6,139.3,28.6,3.3
Arunachal Pradesh,2006,382.2,227.6,263.2,77.2,69.7,21.7
Arunachal Pradesh,2007,761,364.6,529.3,102.6,24.3,6.9
Arunachal Pradesh,2008,456.1,439.3,189.7,115.1,1.7,2.6
Arunachal Pradesh,2009,329.9,370.3,152.5,82.9,33.9,15.9
Arunachal Pradesh,2010,378,321.5,444.2,97.7,58.9,14.2
Arunachal Pradesh,2011,531.4,277.6,286.7,51.9,16.2,15.2
Arunachal Pradesh,2012,638.9,316,724.9,248.1,22,26.2
Arunachal Pradesh,2013,329.6,230.2,316.1,164.1,13.3,14.6
Arunachal Pradesh,2014,392.4,599.6,343,35.1,20.1,10.2
Arunachal Pradesh,2015,329.3,595.5,374.2,65.2,33.8,29.8
Arunachal Pradesh,2016,620.1,145.7,532.9,172.7,8.4,4.6
Arunachal Pradesh,2017,437.8,456.4,318.6,227.1,9.9,3.4
Assam & Meghalaya,1901,430.6,464.1,291.4,163.7,115.6,1.2
Assam & Meghalaya,1902,510.8,536,441.3,97,7.8,1.3
Assam & Meghalaya,1903,362.7,551.9,306.4,159.5,59.3,1.3
Assam & Meghalaya,1904,477.6,438.8,245.9,115.9,46.4,2.5
Assam & Meghalaya,1905,439.1,649.1,276,200,16.8,24.8
Assam & Meghalaya,1906,541.8,585.9,264.2,165.7,24.9,0.2
Assam & Meghalaya,1907,578.9,304.2,401,37.6,4.8,13.8
Assam & Meghalaya,1908,477.2,339.4,403.4,91.9,3.8,0
Assam & Meghalaya,1909,345,445.2,216.4,162.4,24.6,6.3
Assam & Meghalaya,1910,738.3,418.3,247.8,199.7,16.2,4.3
Assam & Meghalaya,1911,618.6,417.1,387.8,257.4,26.3,3
Assam & Meghalaya,1912,567,453.4,236.8,181.5,68.4,9.5
Assam & Meghalaya,1913,438,354,279.2,227.7,10.4,45.6
Assam & Meghalaya,1914,396.4,472.9,292.3,67.6,10.6,7.4
Assam & Meghalaya,1915,738.2,529.1,258.8,108.2,10,4.4
Assam & Meghalaya,1916,475.3,430.7,308.8,244.9,32.8,6.3
Assam & Meghalaya,1917,472.8,346.3,313.7,236.6,46.4,1.4
Assam & Meghalaya,1918,805,604.8,373.2,70.7,6.8,1.1
Assam & Meghalaya,1919,459,249.1,441.6,185.7,42.5,3.6
Assam & Meghalaya,1920,309.8,521.5,382.6,129.5,3.3,1.8
Assam & Meghalaya,1921,542.2,429.4,333.2,142.1,8.5,10.3
Assam & Meghalaya,1922,418.4,379.4,265.6,129.9,9.3,9.4
Assam & Meghalaya,1923,375.4,267.2,360.9,98.2,11.2,5.9
Assam & Meghalaya,1924,609,434,346,127,126.9,0.2
Assam & Meghalaya,1925,411.1,400.7,322.3,89.5,13.7,0.2
Assam & Meghalaya,1926,576.5,354.7,189.2,193.7,6.4,33.6
Assam & Meghalaya,1927,447.7,366.4,549.8,161.2,29.8,0.2
Assam & Meghalaya,1928,428.1,448.2,343.5,294.8,21.6,1.5
Assam & Meghalaya,1929,385,333.2,292.8,196,17.6,22.1
Assam & Meghalaya,1930,287.8,438.5,299.1,149.9,114.4,6.2
Assam & Meghalaya,1931,654.6,282,330.2,136.7,21.6,16.3
Assam & Meghalaya,1932,454.6,467.3,355.8,108.4,90.9,20.6
Assam & Meghalaya,1933,427.1,501.7,243.1,122.1,8.1,2.7
Assam & Meghalaya,1934,553.2,361.8,246.8,232.8,59.8,6.3
Assam & Meghalaya,1935,395.2,573.9,335,28.1,19.8,2.9
Assam & Meghalaya,1936,559.9,356.4,283.5,179.6,24,23.2
Assam & Meghalaya,1937,409.2,480.5,278.1,139.3,13.5,4.9
Assam & Meghalaya,1938,510.6,435.2,431.4,141.8,55.2,0.6
Assam & Meghalaya,1939,484.9,224.9,389,190.1,2.8,1.9
Assam & Meghalaya,1940,435.4,330.8,353.7,98.1,19,9.5
Assam & Meghalaya,1941,409.4,361.8,368.1,143.3,16.7,9.9
Assam & Meghalaya,1942,332.9,328.8,462.9,40,27.5,0
Assam & Meghalaya,1943,391.9,417.9,365,86.7,9.4,6.2
Assam & Meghalaya,1944,386.9,304.1,455.6,89.7,7.2,9.9
Assam & Meghalaya,1945,507.7,493.5,283.2,196.6,1.1,2.9
Assam & Meghalaya,1946,547,297.9,266.8,346.3,8.6,1.4
Assam & Meghalaya,1947,570.8,285,362.3,202.2,3,13.1
Assam & Meghalaya,1948,534.8,448.3,314.4,176.6,50.6,7.8
Assam & Meghalaya,1949,444.1,461.9,392.6,148.3,13,11.1
Assam & Meghalaya,1950,389.5,490.9,200.7,134.6,49.9,3.9
Assam & Meghalaya,1951,550.5,387.4,209.7,270.5,46.2,5.8
Assam & Meghalaya,1952,573.9,467.6,343.7,277.1,43.2,2.1
Assam & Meghalaya,1953,461.9,284.5,451.5,144,5.8,13.1
Assam & Meghalaya,1954,572.2,427.3,218.8,155.5,2,24.5
Assam & Meghalaya,1955,567,415.8,283.3,149.3,89.6,8.5
Assam & Meghalaya,1956,440.3,382.1,171.9,149.3,44.3,9.6
Assam & Meghalaya,1957,407.2,366.6,208.7,99.9,12.2,10.7
Assam & Meghalaya,1958,361.1,546.9,278.7,212.4,4.6,18.7
Assam & Meghalaya,1959,364.2,255.9,286.8,301.7,8.3,0.2
Assam & Meghalaya,1960,553.7,349.2,479.4,60.9,29.3,3.9
Assam & Meghalaya,1961,352.9,347.4,226.1,128.1,34.8,6.9
Assam & Meghalaya,1962,338.8,509.8,137.4,118.2,11.1,5.8
Assam & Meghalaya,1963,557.3,432,211.7,144.1,29.4,7.2
Assam & Meghalaya,1964,600.3,340.4,326.3,205.1,8.3,12.8
Assam & Meghalaya,1965,399.6,422.1,304,82.4,60.8,12.5
Assam & Meghalaya,1966,507.1,518.2,248.1,124.5,31.8,11.4
Assam & Meghalaya,1967,497.7,258.9,300.6,97.6,14.5,4.2
Assam & Meghalaya,1968,494.1,346,231.7,113.8,23.9,2.3
Assam & Meghalaya,1969,461.1,446.7,185.4,80.9,27.5,1.8
Assam & Meghalaya,1970,475.3,389.2,390.7,246.4,17.8,0.1
Assam & Meghalaya,1971,407.9,474.8,231.6,199.5,80,12.1
Assam & Meghalaya,1972,441,271,227.1,99.1,2.9,5.3
Assam & Meghalaya,1973,364.6,395,348.6,128.7,67.4,35.3
Assam & Meghalaya,1974,789.3,510.9,429.1,271,27.1,2.3
Assam & Meghalaya,1975,522.4,314.8,299.1,172.7,18,5.8
Assam & Meghalaya,1976,390.5,358.5,149.1,67.3,24.3,3.1
Assam & Meghalaya,1977,461.3,461.9,176.9,175.7,47.7,21.8
Assam & Meghalaya,1978,444,255.8,271.8,65,55.9,0.6
Assam & Meghalaya,1979,640.1,252.4,342.3,216.6,23.4,36.2
Assam & Meghalaya,1980,460,417.8,269.8,141.6,1,0.6
Assam & Meghalaya,1981,543.5,340.7,274.5,47.5,9,36.1
Assam & Meghalaya,1982,539.9,377.2,286.4,62,29.9,16.4
Assam & Meghalaya,1983,582.9,450.2,449.1,156.7,7,24
Assam & Meghalaya,1984,995.2,360.7,458,159.6,5.7,22.2
Assam & Meghalaya,1985,714.6,349.4,335.1,74.4,15.8,19.7
Assam & Meghalaya,1986,465,416.4,441.1,300.5,59.5,7.4
Assam & Meghalaya,1987,766.5,433,445.4,157.8,37.6,11.9
Assam & Meghalaya,1988,644.2,773.4,329.6,168.3,74.3,5.9
Assam & Meghalaya,1989,747,267.9,425.8,194.1,16.2,6.5
Assam & Meghalaya,1990,446.4,348.8,441.1,208.3,7,5.2
Assam & Meghalaya,1991,440.5,388.2,437.3,226.2,9.4,41.1
Assam & Meghalaya,1992,491.4,339.3,296.9,125,14.3,12.1
Assam & Meghalaya,1993,576.9,477.5,296,130.3,8.2,2
Assam & Meghalaya,1994,308.6,308.7,178.5,147,15.9,15.4
Assam & Meghalaya,1995,558.4,543.3,404,80.7,94,7.1
Assam & Meghalaya,1996,499.6,421.8,224.4,267.2,3.5,0.2
Assam & Meghalaya,1997,511.2,315.5,366.8,36.4,12.6,35.4
Assam & Meghalaya,1998,604.4,549.5,212.3,190,48.9,0.4
Assam & Meghalaya,1999,596.7,487.5,196.9,208.6,14.1,2.3
Assam & Meghalaya,2000,313.3,513.2,299.9,83.9,22.2,0.4
Assam & Meghalaya,2001,451.1,295.6,266.8,201.4,20.5,2.3
Assam & Meghalaya,2002,565.1,312.5,209.7,49.5,69.4,7.9
Assam & Meghalaya,2003,481.2,290.7,250,231.8,13,18.6
Assam & Meghalaya,2004,848.4,286.2,317.2,340.8,6.5,6.6
Assam & Meghalaya,2005,474.5,501.9,174.9,218.6,8.9,1.3
Assam & Meghalaya,2006,350.3,209.7,252.3,97.6,25.1,10.7
Assam & Meghalaya,2007,682.7,308,494.7,164.7,47.7,4
Assam & Meghalaya,2008,493.2,508.6,267.5,133.4,2.2,1.6
Assam & Meghalaya,2009,426.3,533.8,192.3,135.9,9,4
Assam & Meghalaya,2010,415.1,387,318.3,116.2,11.6,7.6
Assam & Meghalaya,2011,395.8,302.6,221.6,30.2,11.9,3.5
Assam & Meghalaya,2012,444.3,289.2,411.6,199.4,17.1,2.3
Assam & Meghalaya,2013,367.8,289.7,229.3,126.3,1,2
Assam & Meghalaya,2014,374.4,484.6,420.2,35,3,0.4
Assam & Meghalaya,2015,300.1,590.9,279.9,62.6,14,15.2
Assam & Meghalaya,2016,498.4,185.3,271.2,136.5,38.2,7.4
Assam & Meghalaya,2017,429,483.1,345.4,212.1,10.3,11
Naga Mani Mizo Tripura,1901,331.4,466,304.1,166.7,67.4,0
Naga Mani Mizo Tripura,1902,392.4,312.8,318.7,102.4,8.9,4.7
Naga Mani Mizo Tripura,1903,300.2,470.6,366.1,166.4,76.7,0.1
Naga Mani Mizo Tripura,1904,423.5,423.6,375.8,128.9,90,5
Naga Mani Mizo Tripura,1905,450.1,429.9,320.1,246.4,8,27.1
Naga Mani Mizo Tripura,1906,475.2,439.2,439.1,142.8,44.9,3.2
Naga Mani Mizo Tripura,1907,400.9,291.4,336.1,114.6,3.9,53.4
Naga Mani Mizo Tripura,1908,531.5,371.9,317.8,192.6,106.5,0
Naga Mani Mizo Tripura,1909,348.9,540,245.8,167.7,71.4,69
Naga Mani Mizo Tripura,1910,405,439.8,336.2,196,12.3,0
Naga Mani Mizo Tripura,1911,471.5,397.9,287.8,226,17.4,0.3
Naga Mani Mizo Tripura,1912,392.6,394.8,262.8,179.1,34.9,6.1
Naga Mani Mizo Tripura,1913,509.2,426.7,222.1,202.9,83.6,29.7
Naga Mani Mizo Tripura,1914,437.4,501.5,262,106,13.8,105.4
Naga Mani Mizo Tripura,1915,478,510.5,310.4,231.1,37.7,0.4
Naga Mani Mizo Tripura,1916,491.4,419.3,388.5,417.5,55,7.1
Naga Mani Mizo Tripura,1917,387.3,375.8,371.7,147.9,63.3,0.1
Naga Mani Mizo Tripura,1918,638.5,569.3,363.9,75.7,52.3,4.5
Naga Mani Mizo Tripura,1919,403.5,372.9,375,111.1,84.8,5.7
Naga Mani Mizo Tripura,1920,443.6,449.6,326.2,137,7.1,2.7
Naga Mani Mizo Tripura,1921,387.8,382.4,430.7,286.7,4.7,2.4
Naga Mani Mizo Tripura,1922,479.6,536.6,330.9,170.8,38.2,5.8
Naga Mani Mizo Tripura,1923,411.9,488.5,374.9,210.9,93.7,8.7
Naga Mani Mizo Tripura,1924,462.7,482.2,356.2,179.2,213.7,0.1
Naga Mani Mizo Tripura,1925,461.4,440.3,280.1,170.7,37,0
Naga Mani Mizo Tripura,1926,477.6,441.7,287.3,155.6,36.4,47.1
Naga Mani Mizo Tripura,1927,498.4,456.6,533.9,178.4,48.6,0.8
Naga Mani Mizo Tripura,1928,397.7,468.3,392.8,272.5,18.4,0.1
Naga Mani Mizo Tripura,1929,385,371.4,314.8,121.7,11.3,26.4
Naga Mani Mizo Tripura,1930,438.2,385.6,256.7,100.8,230.7,1
Naga Mani Mizo Tripura,1931,520,300.4,364.1,209.9,69.2,23
Naga Mani Mizo Tripura,1932,491.2,402.4,376.2,80.4,145.9,4.3
Naga Mani Mizo Tripura,1933,476.3,603.5,259.6,113.4,9.6,4.1
Naga Mani Mizo Tripura,1934,618.6,368.3,336.4,227.7,197.3,12.8
Naga Mani Mizo Tripura,1935,506.4,553.5,339.1,124.8,33.1,2.2
Naga Mani Mizo Tripura,1936,529.7,507.6,309.4,202.6,22.6,13
Naga Mani Mizo Tripura,1937,490.1,614.8,291,207.1,17.9,72
Naga Mani Mizo Tripura,1938,413.6,491.4,441.7,243.9,111.7,0
